0510	0.002663	岩手	久慈
0511	0.002300	東京	安田学園
0512	0.002279	東京	保谷
0513	0.002121	東京	総合工科
0514	0.002005	東京	田無
0515	0.001974	東京	大崎
0516	0.001579	東京	大島・八丈
0517	0.001301	東京	荒川工
0518	0.000748	東京	目黒学院
0519	0.000713	東京	成蹊
0520	0.000692	東京	東村山西
0521	0.000595	東京	南平
0522	0.000319	東京	ICU
